unified_round,native_id,date,role,feature_family,cohort_or_split,own_endpoint,own_metric,outcome,has_archived_metric,source_file
359,NEXT343,2026-08-13,search/test,periodic allocation-redistribution impedance (PARI),SCIGEN+WyFormer 80+80 label-blind probe,label-blind supercell-invariance gate,2x1x1 supercell changed protection 0.6666666667 -> 0.5568501906 (error 0.1098164761); probe_passed=false,abandoned-family,yes,line 8356 | docs/plans/2026-08-13-next343-next346-periodic-allocation-redistribution-impedance.md | artifact mtime: docs/plans/2026-08-13-next343-next346-periodic-allocation-redistribution-impedance.md
360,NEXT344,2026-08-13 (block),search/test,PARI (follow-on),NA,"reserved follow-on; ""NEXT344, NEXT345, and NEXT346 do not exist""",NA,not-run (blocked upstream),no,line 8408 | docs/plans/2026-08-13-next343-next346-periodic-allocation-redistribution-impedance.md
361,NEXT345,2026-08-13 (block),search/test,PARI (follow-on),NA,reserved follow-on; does not exist,NA,not-run (blocked upstream),no,line 8408 | docs/plans/2026-08-13-next343-next346-periodic-allocation-redistribution-impedance.md
362,NEXT346,2026-08-13 (block),search/test,PARI (follow-on),NA,reserved follow-on; does not exist,NA,not-run (blocked upstream),no,line 8408 | docs/plans/2026-08-13-next343-next346-periodic-allocation-redistribution-impedance.md
363,NEXT347,2026-08-13,search/test,periodic allocation-redistribution capacity (PARC) features,SCIGEN+WyFormer discovery,label-free build + label-blind probe gates,probe passed (novelty 0.5949567195 / 0.5647005485); formal coverage 0.9790645880 SCIGEN / 0.9206804281 WyFormer,probe-pass,yes,line 8439 | docs/plans/2026-08-13-next347-next350-periodic-allocation-redistribution-capacity.md | workspace/newpauling/experiments/next347_parc_label_blind_probe_result.json :: probe_passed=True || workspace/newpauling/experiments/next347_parc_initial_probe_authorization.json :
364,NEXT348,2026-08-13,search/test,PARC discovery audit,SCIGEN+WyFormer discovery labels (offline),cross-source AUC + 0.90 coverage gates,SCIGEN 0.6162721986/0.5927373199 pass; WyFormer AUC 0.6306218865 pass but worst fold coverage 0.8367346939 < 0.90; 0 eligible; branch terminated,abandoned-family,yes,line 8509 | docs/plans/2026-08-13-next347-next350-periodic-allocation-redistribution-capacity.md | SSD/workspace_data/newpauling/next348_parc_feature_audit_v1/MANIFEST.json :: new_formula_selected=False; eligible_hypothesis_count=0 || SSD/workspace_data/newpauling/next348_parc_f
365,NEXT349,2026-08-13 (block),search/test,PARC (follow-on search),NA,"reserved follow-on; ""NEXT349 and NEXT350 were not created""",NA,not-run (blocked upstream),no,line 8536 | docs/plans/2026-08-13-next347-next350-periodic-allocation-redistribution-capacity.md
366,NEXT350,2026-08-13 (block),search/test,PARC (follow-on diagnostic),NA,reserved follow-on; not created,NA,not-run (blocked upstream),no,line 8536 | docs/plans/2026-08-13-next347-next350-periodic-allocation-redistribution-capacity.md
367,NEXT351,2026-08-13,search/test,periodic deviatoric strain rigidity (PDSR),SCIGEN+WyFormer 80+80 label-blind probe,label-blind support gate,WyFormer support 65/80 = 0.8125 < 0.90 floor; SCIGEN 78/80; novelty passed (0.3814308768 / 0.4312929538); probe stop,abandoned-family,yes,line 8560 | docs/plans/2026-08-13-next351-next354-periodic-deviatoric-strain-rigidity.md | workspace/newpauling/experiments/next351_pdsr_label_blind_probe_result.json :: probe_passed=False
368,NEXT352,2026-08-13 (block),search/test,PDSR (follow-on),NA,"reserved follow-on; ""NEXT352, NEXT353, and NEXT354 do not exist""",NA,not-run (blocked upstream),no,line 8624 | docs/plans/2026-08-13-next351-next354-periodic-deviatoric-strain-rigidity.md
369,NEXT353,2026-08-13 (block),search/test,PDSR (follow-on),NA,reserved follow-on; does not exist,NA,not-run (blocked upstream),no,line 8624 | docs/plans/2026-08-13-next351-next354-periodic-deviatoric-strain-rigidity.md
370,NEXT354,2026-08-13 (block),search/test,PDSR (follow-on),NA,reserved follow-on; does not exist,NA,not-run (blocked upstream),no,line 8624 | docs/plans/2026-08-13-next351-next354-periodic-deviatoric-strain-rigidity.md
371,NEXT355,2026-08-13,search/test,radical-facet deviatoric rigidity (RFDR) features,SCIGEN+WyFormer discovery,label-free build + label-blind probe gates,probe passed; formal coverage 0.9792130661 SCIGEN / 0.9160932722 WyFormer,probe-pass,yes,line 8637 | docs/plans/2026-08-13-next355-next358-radical-facet-deviatoric-rigidity.md | workspace/newpauling/experiments/next355_rfdr_initial_probe_authorization.json :: probe_passed=True || workspace/newpauling/experiments/next355_rfdr_label_blind_probe_result.json :
372,NEXT356,2026-08-13,search/test,RFDR discovery audit,SCIGEN+WyFormer discovery labels (offline),cross-source AUC + coverage gates,SCIGEN 0.6558502801/0.6076521090 pass; WyFormer 0.5054485217/0.4673913043 and coverage 0.8299319728 fail; 0 eligible; branch terminated,abandoned-family,yes,line 8702 | docs/plans/2026-08-13-next355-next358-radical-facet-deviatoric-rigidity.md | SSD/workspace_data/newpauling/next356_rfdr_feature_audit_v1/MANIFEST.json :: new_formula_selected=False; eligible_hypothesis_count=0 || SSD/workspace_data/newpauling/next356_rfdr_f
373,NEXT357,2026-08-13 (block),search/test,RFDR (follow-on search),NA,"reserved follow-on; ""NEXT357 and NEXT358 were not created""",NA,not-run (blocked upstream),no,line 8726 | docs/plans/2026-08-13-next355-next358-radical-facet-deviatoric-rigidity.md
374,NEXT358,2026-08-13 (block),search/test,RFDR (follow-on diagnostic),NA,reserved follow-on; not created,NA,not-run (blocked upstream),no,line 8726 | docs/plans/2026-08-13-next355-next358-radical-facet-deviatoric-rigidity.md
375,NEXT359,2026-08-13,search/test,radical-facet normal covering (RFNC) features,SCIGEN+WyFormer discovery,label-free build + label-blind probe gates,probe passed (novelty 0.8755842259 / 0.8772382424); formal coverage 0.9792130661 / 0.9201070336,probe-pass,yes,line 8746 | docs/plans/2026-08-13-next359-next362-radical-facet-normal-covering.md | workspace/newpauling/experiments/next359_rfnc_label_blind_probe_result.full.json :: probe_passed=True
376,NEXT360,2026-08-13,search/test,RFNC discovery audit,SCIGEN+WyFormer discovery labels (offline),cross-source AUC + coverage gates,SCIGEN 0.6726664727/0.6129882093 pass; WyFormer 0.4748111420/0.3847025990 fail (worse than random) + coverage 0.8367346939; 0 eligible; branch terminated,abandoned-family,yes,line 8829 | docs/plans/2026-08-13-next359-next362-radical-facet-normal-covering.md | SSD/workspace_data/newpauling/next360_rfnc_feature_audit_v1/MANIFEST.json :: new_formula_selected=False; eligible_hypothesis_count=0 || SSD/workspace_data/newpauling/next360_rfnc_f
377,NEXT361,2026-08-13 (block),search/test,RFNC (follow-on search),NA,"reserved follow-on; ""NEXT361 and NEXT362 were not created""",NA,not-run (blocked upstream),no,line 8852 | docs/plans/2026-08-13-next359-next362-radical-facet-normal-covering.md
378,NEXT362,2026-08-13 (block),search/test,RFNC (follow-on diagnostic),NA,reserved follow-on; not created,NA,not-run (blocked upstream),no,line 8852 | docs/plans/2026-08-13-next359-next362-radical-facet-normal-covering.md
379,NEXT363,2026-08-13,search/test,first charge Bragg extinction (FCBE),SCIGEN+WyFormer 80+80 label-blind probe,label-blind novelty gate,"novelty failed via sparse SCIGEN control (cell_anisotropy, 4 joint-finite rows, |rho|=1.0); WyFormer max 0.7668044692; branch stop",abandoned-family,yes,line 8874 | docs/plans/2026-08-13-next363-next366-first-charge-bragg-extinction.md | workspace/newpauling/experiments/next363_fcbe_label_blind_probe_result.full.json :: probe_passed=False
380,NEXT364,2026-08-13 (block),search/test,FCBE (follow-on),NA,"reserved follow-on; ""NEXT364, NEXT365, and NEXT366 do not exist""",NA,not-run (blocked upstream),no,line 8950 | docs/plans/2026-08-13-next363-next366-first-charge-bragg-extinction.md
381,NEXT365,2026-08-13 (block),search/test,FCBE (follow-on),NA,reserved follow-on; does not exist,NA,not-run (blocked upstream),no,line 8950 | docs/plans/2026-08-13-next363-next366-first-charge-bragg-extinction.md
382,NEXT366,2026-08-13 (block),search/test,FCBE (follow-on),NA,reserved follow-on; does not exist,NA,not-run (blocked upstream),no,line 8950 | docs/plans/2026-08-13-next363-next366-first-charge-bragg-extinction.md
383,NEXT367,2026-08-13,search/test,periodic bond-valence equal uniformity (PBVEU) features,SCIGEN+WyFormer discovery,label-free build + label-blind probe gates (40-row novelty minimum added prospectively),probe passed (novelty 0.8204833142 / 0.8398471636 vs NEXT307); formal coverage 0.9628062361 / 0.9560397554,probe-pass,yes,line 8963 | docs/plans/2026-08-13-next367-next370-periodic-bond-valence-equal-uniformity.md | workspace/newpauling/experiments/next367_pbveu_label_blind_probe_result.full.json :: probe_passed=True; eligible_control_count=412; eligible_control_count=418
384,NEXT368,2026-08-13,search/test,PBVEU discovery audit,SCIGEN+WyFormer discovery labels (offline),cross-source AUC + coverage gates,SCIGEN 0.7771050102/0.7238399663 pass (strongest recent SCIGEN-only signal); WyFormer 0.5375814732/0.4884262526 fail; 0 eligible; branch terminated,abandoned-family,yes,line 9057 | docs/plans/2026-08-13-next367-next370-periodic-bond-valence-equal-uniformity.md | SSD/workspace_data/newpauling/next368_pbveu_feature_audit_v1/MANIFEST.json :: new_formula_selected=False; eligible_hypothesis_count=0 || SSD/workspace_data/newpauling/next368_pbveu
385,NEXT369,2026-08-13 (block),search/test,PBVEU (follow-on search),NA,"reserved follow-on; ""NEXT369 and NEXT370 were not created""",NA,not-run (blocked upstream),no,line 9082 | docs/plans/2026-08-13-next367-next370-periodic-bond-valence-equal-uniformity.md
386,NEXT370,2026-08-13 (block),search/test,PBVEU (follow-on diagnostic),NA,reserved follow-on; not created,NA,not-run (blocked upstream),no,line 9082 | docs/plans/2026-08-13-next367-next370-periodic-bond-valence-equal-uniformity.md
387,NEXT371,2026-08-13,search/test,CHARDI backward-return criterion (PCHARDI),SCIGEN+WyFormer 80+80 label-blind probe,label-blind support + novelty gates,support 34/80 SCIGEN and 55/80 WyFormer < 72/80; WyFormer novelty |rho|=0.9575182452 vs NEXT19 alpha=6 reallocation; branch terminated,abandoned-family,yes,line 9106 | docs/plans/2026-08-13-next371-next374-periodic-chardi-return-consistency.md | workspace/newpauling/experiments/next371_pchardi_label_blind_probe_result.full.json :: probe_passed=False; eligible_control_count=0; eligible_control_count=417
388,NEXT372,2026-08-13 (block),search/test,PCHARDI (follow-on),NA,"reserved follow-on; ""No ... NEXT372, NEXT373, or NEXT374 artifact was created""",NA,not-run (blocked upstream),no,line 9195 | docs/plans/2026-08-13-next371-next374-periodic-chardi-return-consistency.md
389,NEXT373,2026-08-13 (block),search/test,PCHARDI (follow-on),NA,reserved follow-on; not created,NA,not-run (blocked upstream),no,line 9195 | docs/plans/2026-08-13-next371-next374-periodic-chardi-return-consistency.md
390,NEXT374,2026-08-13 (block),search/test,PCHARDI (follow-on),NA,reserved follow-on; not created,NA,not-run (blocked upstream),no,line 9195 | docs/plans/2026-08-13-next371-next374-periodic-chardi-return-consistency.md
391,NEXT375,2026-08-13,search/test,periodic coordination reciprocity (PCRL) formula + probe,SCIGEN+WyFormer 80+80 label-blind probe,label-blind support/domain/invariance/novelty gates,probe 80/80 both sources; novelty max 0.7628901083 / 0.6259929539; authorized formal build,probe-pass,yes,line 9208 | docs/plans/2026-08-13-next375-next378-periodic-coordination-reciprocity-likelihood.md | workspace/newpauling/experiments/next375_pcrl_label_blind_probe_result.full.json :: probe_passed=True; eligible_control_count=413; eligible_control_count=421
392,NEXT376,2026-08-13,search/test,PCRL formal build (performed but never numbered in report),NA,absent - id never mentioned; build described unnumbered (coverage 0.9986636971 / 1.0),NA,unmarked,no,line 9286 | docs/plans/2026-08-13-next375-next378-periodic-coordination-reciprocity-likelihood.md | artifact mtime: tests/test_next376_pcrl_formal_build.py
393,NEXT377,2026-08-13,search/test,PCRL discovery audit,SCIGEN+WyFormer discovery labels (offline),cross-source AUC + coverage gates,"SCIGEN 0.5031227570/0.4593066142 and WyFormer 0.5095817084/0.4499197110 - both near-random, both fail; 0 eligible; branch terminated",abandoned-family,yes,line 9303 | docs/plans/2026-08-13-next375-next378-periodic-coordination-reciprocity-likelihood.md | SSD/workspace_data/newpauling/next377_pcrl_feature_audit_v1/MANIFEST.json :: new_formula_selected=False; eligible_hypothesis_count=0 || SSD/workspace_data/newpauling/next377_pcrl_f
394,NEXT378,2026-08-13 (block),search/test,PCRL (follow-on),NA,"reserved follow-on; ""No NEXT378 artifact was created""",NA,not-run (blocked upstream),no,line 9322 | docs/plans/2026-08-13-next375-next378-periodic-coordination-reciprocity-likelihood.md
395,NEXT379,2026-08-13,search/test,periodic skeletal-net bottleneck (PSNB) formula + probe,SCIGEN+WyFormer discovery,label-blind probe gates + label-free full build,probe 80/80 both sources (novelty 0.6724765441 / 0.6467806344); full build coverage 0.9986636971 / 1.0,probe-pass,yes,line 9345 | docs/plans/2026-08-13-next379-next382-periodic-skeletal-net-bottleneck.md | workspace/newpauling/experiments/next379_psnb_label_blind_probe_result.full.json :: probe_passed=True; eligible_control_count=414; eligible_control_count=422
396,NEXT380,2026-08-13,search/test,PSNB formal build (performed but never numbered in report),NA,absent - id never mentioned; build described unnumbered,NA,unmarked,no,line 9431 | docs/plans/2026-08-13-next379-next382-periodic-skeletal-net-bottleneck.md | artifact mtime: src/next380_psnb_formal_build.py
397,NEXT381,2026-08-13,search/test,PSNB discovery audit,SCIGEN+WyFormer discovery labels (offline),cross-source AUC + coverage gates,SCIGEN 0.4662363136/0.3854580897 fail (reversal); WyFormer 0.5648302243/0.5040144520 pass; 0 eligible; branch terminated,abandoned-family,yes,line 9448 | docs/plans/2026-08-13-next379-next382-periodic-skeletal-net-bottleneck.md | SSD/workspace_data/newpauling/next381_periodic_skeletal_net_bottleneck_audit_v1/MANIFEST.json :: new_formula_selected=False; eligible_hypothesis_count=0 || SSD/workspace_data/newpa
398,NEXT382,2026-08-13 (block),search/test,PSNB (follow-on),NA,"reserved follow-on; ""no NEXT382 artifact was created""",NA,not-run (blocked upstream),no,line 9465 | docs/plans/2026-08-13-next379-next382-periodic-skeletal-net-bottleneck.md
401,NEXT385,2026-08-13,search/test,PSPC discovery audit,SCIGEN+WyFormer discovery labels (offline),cross-source AUC + coverage gates,SCIGEN 0.5616100180/0.5329272191 pass; WyFormer 0.4253955637/0.3676510989 fail (sharp reversal); 0 eligible; branch terminated,abandoned-family,yes,line 9568 | docs/plans/2026-08-13-next383-next386-periodic-skeletal-path-collision.md | SSD/workspace_data/newpauling/next385_periodic_skeletal_path_collision_audit_v1/MANIFEST.json :: new_formula_selected=False; eligible_hypothesis_count=0 || SSD/workspace_data/newpa
403,NEXT387,2026-08-13,search/test,periodic skeletal vertex bypass (PSVB),SCIGEN+WyFormer 80+80 label-blind probe,label-blind nondegeneracy + novelty gates,nondegeneracy failed (10 and 12 unique values < 20); WyFormer novelty 0.9329809154 vs PSPC; branch terminated,abandoned-family,yes,line 9609 | docs/plans/2026-08-13-next387-next390-periodic-skeletal-vertex-bypass.md | workspace/newpauling/experiments/next387_psvb_label_blind_probe_result.full.json :: probe_passed=False; eligible_control_count=416; eligible_control_count=424
404,NEXT388,2026-08-13 (block),search/test,PSVB (follow-on),NA,"reserved follow-on; ""No NEXT388, NEXT389 or NEXT390 artifact exists""",NA,not-run (blocked upstream),no,line 9645 | docs/plans/2026-08-13-next387-next390-periodic-skeletal-vertex-bypass.md
405,NEXT389,2026-08-13 (block),search/test,PSVB (follow-on),NA,reserved follow-on; does not exist,NA,not-run (blocked upstream),no,line 9645 | docs/plans/2026-08-13-next387-next390-periodic-skeletal-vertex-bypass.md
406,NEXT390,2026-08-13 (block),search/test,PSVB (follow-on),NA,reserved follow-on; does not exist,NA,not-run (blocked upstream),no,line 9645 | docs/plans/2026-08-13-next387-next390-periodic-skeletal-vertex-bypass.md
407,NEXT391,2026-08-13,search/test,periodic skeletal ball growth (PSBG),SCIGEN+WyFormer 80+80 label-blind probe,label-blind novelty gate,WyFormer novelty 0.9084864899 >= 0.90 vs PSPC (SCIGEN 0.8256710914); branch terminated,abandoned-family,yes,line 9651 | docs/plans/2026-08-13-next391-next394-periodic-skeletal-ball-growth.md | workspace/newpauling/experiments/next391_psbg_label_blind_probe_result.full.json :: probe_passed=False; eligible_control_count=417; eligible_control_count=425
